Job Title,Company Name,Location,Skills,Links
Junior Odoo Developer,aliaict -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · CSS · Agile · Information Technology (IT) · HTML · Software Development · Odoo · Programming,https://wuzzuf.net//jobs/p/8nLvJcJGYtGl-Junior-Odoo-Developer-aliaict-Cairo-Egypt?o=68&l=sp&t=sj&a=python|search-v3|hpb
Odoo Developer,Sierra Engineering & Manufacturing -,"Cairo, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Agile · API · Computer Science · Design · Development · Git · HTML · Information Technology (IT),https://wuzzuf.net//jobs/p/VgSq9HPRta6g-Odoo-Developer-Sierra-Engineering-Manufacturing-Cairo-Egypt?o=69&l=sp&t=sj&a=python|search-v3|hpb
Senior Devops Engineer,Caelum Egypt -,"Dokki, Giza, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Docker · DevOps · Engineering · Git · Linux · Python · Information Technology (IT),https://wuzzuf.net//jobs/p/rxTVBFsMJ5XZ-Senior-Devops-Engineer-Caelum-Egypt-Giza-Egypt?o=70&l=sp&t=sj&a=python|search-v3|hpb
Senior Computer Vision Engineer,Atomica -,"Cairo, Egypt ",Full TimeWork From HomeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Engineering · Mathematics · Software Development · Software Engineering · C++ · Git · Research · computer,https://wuzzuf.net//jobs/p/tohljeh0E3id-Senior-Computer-Vision-Engineer-Atomica-Cairo-Egypt?o=71&l=sp&t=sj&a=python|search-v3|hpb
Robotics / Computer Science Instructor for Students,Edu-Zone -,"Cairo, Egypt ",Full TimePart TimeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Education/Teaching · Software Development · Software Engineering · Java Software Development · Android Software · Computer Science · Computer Engineering · Computer Systems,https://wuzzuf.net//jobs/p/OmSDzyaHWXZ8-Robotics-Computer-Science-Instructor-for-Students-Edu-Zone-Cairo-Egypt?o=72&l=sp&t=sj&a=python|search-v3|hpb
Senior Full Stack Developer,Theexpertologists -,"Abu Qir, Alexandria, Egypt ",Full TimeExperienced · 2 - 4 Yrs of Exp · IT/Software Development · HTML · JavaScript · MySQL · Python,https://wuzzuf.net//jobs/p/UaU6kWlxZzxN-Senior-Full-Stack-Developer-Theexpertologists-Alexandria-Egypt?o=73&l=sp&t=sj&a=python|search-v3|hpb
SOC Analyst Tier1,Confidential -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 1 - 2 Yrs of Exp · IT/Software Development · Linux · SIEM · Information Technology (IT) · Technical Analysis,https://wuzzuf.net//jobs/p/blqbKeydPYzX-SOC-Analyst-Tier1-Cairo-Egypt?o=74&l=sp&t=sj&a=python|search-v3|hpb
Odoo Developer,Parkville Pharmaceuticals -,"Mohandessin, Giza, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Information Technology (IT) · Odoo,https://wuzzuf.net//jobs/p/8VFg05Qx2EBK-Odoo-Developer-Parkville-Pharmaceuticals-Giza-Egypt?o=75&l=sp&t=sj&a=python|search-v3|hpb
Support Engineer,Ejada  -,"Cairo, Egypt ",Full TimeEntry Level · 2 - 5 Yrs of Exp · IT/Software Development · Linux · Networking · SQL · Information Technology (IT),https://wuzzuf.net//jobs/p/OSh30wqH9wG1-Support-Engineer-Ejada-Cairo-Egypt?o=76&l=sp&t=sj&a=python|search-v3|hpb
Senior Full-stack Software Engineer (Ionic / .Netcore ),Confidential -,"New Cairo, Cairo, Egypt ",Full TimePart TimeFreelance / ProjectExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Project/Program Management · Sports and Leisure · Full Stack · Ionic · .netcore,https://wuzzuf.net//jobs/p/wbv4XDrDVQA4-Senior-Full-stack-Software-Engineer-Ionic-Netcore-Cairo-Egypt?o=77&l=sp&t=sj&a=python|search-v3|hpb
Data Management Engineer,Ejada  -,"Cairo, Egypt ",Full TimeEntry Level · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Data Engineering,https://wuzzuf.net//jobs/p/tBVuaLWvhpBn-Data-Management-Engineer-Ejada-Cairo-Egypt?o=78&l=sp&t=sj&a=python|search-v3|hpb
Senior Data Management Engineer,Ejada  -,"Cairo, Egypt ",Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · data engineer,https://wuzzuf.net//jobs/p/1b8f0aZxyEYV-Senior-Data-Management-Engineer-Ejada-Cairo-Egypt?o=79&l=sp&t=sj&a=python|search-v3|hpb
Apigee API developer,Ejada  -,"Hadayek Alkobba, Cairo, Egypt ",Full TimeExperienced · 1 - 3 Yrs of Exp · IT/Software Development · Computer Engineering · APIs,https://wuzzuf.net//jobs/p/8FDbovOw9NxM-Apigee-API-developer-Ejada-Cairo-Egypt?o=80&l=sp&t=sj&a=python|search-v3|hpb
Senior BI Developer,FlairsTech -,"Maadi, Cairo, Egypt ",Full TimeWork From HomeExperienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · BI · Software Development · Analysis · Data Analysis · Software Engineering · Computer Science · English · Tableau,https://wuzzuf.net//jobs/p/TVvDIpikLcvd-Senior-BI-Developer-FlairsTech-Cairo-Egypt?o=81&l=sp&t=sj&a=python|search-v3|hpb
Senior Software Engineer,Emirates Airline -,"Dubai, United Arab Emirates ",Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · C# · Java · Software · Software Development · Software Engineering · SQL · Agile · Computer Engineering,https://wuzzuf.net//jobs/p/xOrdCxb22Lrk-Senior-Software-Engineer-Emirates-Airline-Dubai-United-Arab-Emirates?o=82&l=sp&t=sj&a=python|search-v3|hpb
Senior Data Modeler,BBI-Consultancy -,"Cairo, Egypt ",Full TimeExperienced · 4 - 7 Yrs of Exp · IT/Software Development · analytical · Computer Science · Data · Data Mining · Database · Information Technology (IT) · SQL · Data Modeling · Data Modeler,https://wuzzuf.net//jobs/p/MSfNAjuV95Yw-Senior-Data-Modeler-BBI-Consultancy-Cairo-Egypt?o=83&l=sp&t=sj&a=python|search-v3|hpb
Cloud Cybersecurity Supervisor,Ejada  -,"Jeddah, Saudi Arabia ",Full TimeExperienced · 5 - 7 Yrs of Exp · Banking · IT/Software Development · Cloud · Computer Science,https://wuzzuf.net//jobs/p/bimU2CyHIjqO-Cloud-Cybersecurity-Supervisor-Ejada-Jeddah-Saudi-Arabia?o=84&l=sp&t=sj&a=python|search-v3|hpb
Full Stack Developer,SEOS7 -,"Giza, Egypt ",Full TimeExperienced · 4 - 7 Yrs of Exp · IT/Software Development · JavaScript · CSS · HTML · MySQL · Software Development,https://wuzzuf.net//jobs/p/wb04mpm7LdQw-Full-Stack-Developer-SEOS7-Giza-Egypt?o=85&l=sp&t=sj&a=python|search-v3|hpb
IT Support Officer,Arabian Vision -,"Fleming, Alexandria, Egypt ",Full TimeExperienced · 4 - 10 Yrs of Exp · IT/Software Development · Computer Hardware · Computer Engineering · Customer Support · Engineering · Information Technology (IT) · Networks · Technical Support · IT,https://wuzzuf.net//jobs/p/ZKqcVg5yGgOn-IT-Support-Officer-Arabian-Vision-Alexandria-Egypt?o=86&l=sp&t=sj&a=python|search-v3|hpb
Coding Teacher,More Ideas General Trading LLC -,"Dubai, United Arab Emirates ",Part TimeWork From HomeEntry Level · 0 - 1 Yrs of Exp · Education/Teaching · Teaching · Coaching · Mentoring,https://wuzzuf.net//jobs/p/UJB54cEjSIuN-Coding-Teacher-Tasfiya-Shaikh-Dubai-United-Arab-Emirates?o=87&l=sp&t=sj&a=python|search-v3|hpb
Android Developer (E73F994A),Confidential -,"New Cairo, Cairo, Egypt ",Full TimeEntry Level · 1+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Android · Android SDK · Kotlin · Java · Git · Software Development · OO Programming · Software Engineering,https://wuzzuf.net//jobs/p/ZI4iDXWarg46-Android-Developer-E73F994A-Cairo-Egypt?o=88&l=sp&t=sj&a=python|search-v3|hpb
Full-Stack developer (Laravel),Viteeka Tech and Electronics -,"Haram, Giza, Egypt ",Full TimePart TimeWork From HomeExperienced · 0 - 10 Yrs of Exp · IT/Software Development · CSS · Computer Science · HTML · Information Technology (IT) · MongoDB · MySQL · Software Development · API · PHP,https://wuzzuf.net//jobs/p/hj75jGZZgFyu-Full-Stack-developer-Laravel-Viteeka-Tech-and-Electronics-Giza-Egypt?o=89&l=sp&t=sj&a=python|search-v3|hpb
Business Development Analyst,Cilantro -,"Maadi, Cairo, Egypt ",Full TimeEntry Level · 0 - 3 Yrs of Exp · Business Development · Business Development · Business Analysis · Business Analytics · Computer Science · BI · business · Business Administration,https://wuzzuf.net//jobs/p/cZhyELtzg2Wx-Business-Development-Analyst-Cilantro-Cairo-Egypt?o=90&l=sp&t=sj&a=python|search-v3|hpb
Systems Business Consultant-Primavera Unifier,Confidential -,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 1 - 5 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Business Consultant · Information Technology (IT) · Consultant · Construction,https://wuzzuf.net//jobs/p/KuyQcr0DkOpi-Systems-Business-Consultant-Primavera-Unifier-Cairo-Egypt?o=91&l=sp&t=sj&a=python|search-v3|hpb
"Infrastructure Engineer, Fintech",Optasia -,"Downtown, Cairo, Egypt ",Full TimeExperienced · 3 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Infrastructure · Networking · Software · Cloud,https://wuzzuf.net//jobs/p/LMaNalvZtRbR-Infrastructure-Engineer-Fintech-Optasia-Cairo-Egypt?o=92&l=sp&t=sj&a=python|search-v3|hpb
Mid-level PHP/WordPress Developer (8+ years experience) - Arabic Speaking,9H Capital -,"Cairo, Egypt ",Full TimeWork From HomeExperienced · 8 - 12 Yrs of Exp · IT/Software Development · PHP · WordPress · Git · Bitbucket · MySQL · HTML5 · Sass · Laravel · Web Design,https://wuzzuf.net//jobs/p/FODrCYKB3zuw-Mid-level-PHPWordPress-Developer-8-years-experience---Arabic-Speaking-9H-Capital-Cairo-Egypt?o=93&l=sp&t=sj&a=python|search-v3|hpb
Robotics Engineer Instructor (For Kids),Edu-Zone -,"Cairo, Egypt ",Full TimePart TimeEntry Level · 0 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Training/Instructor · Teaching · Education · STEAM · Computer Skills · Astronomy · Science · Physics,https://wuzzuf.net//jobs/p/cTgqAci0FSBI-Robotics-Engineer-Instructor-For-Kids-Edu-Zone-Cairo-Egypt?o=94&l=sp&t=sj&a=python|search-v3|hpb
ASIC Verification Engineer,Cisco -,"Cairo, Egypt ",Full TimeExperienced · 2 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering - Other · ASIC · Verification · Verilog,https://wuzzuf.net//jobs/p/7SMpjvY8LUls-ASIC-Verification-Engineer-Cisco-Cairo-Egypt?o=95&l=sp&t=sj&a=python|search-v3|hpb
Senior .Net Developer (.Net | Microservice | React Native),FlairsTech -,"Cairo, Egypt ",Full TimeExperienced · 5 - 8 Yrs of Exp · IT/Software Development · AWS · APIs · .Net · react native,https://wuzzuf.net//jobs/p/Lz2bpsObrMgn-Senior-Net-Developer-Net-Microservice-React-Native-FlairsTech-Cairo-Egypt?o=96&l=sp&t=sj&a=python|search-v3|hpb
Senior Backend Developer,Nahdet Misr Publishing Group -,"Mohandessin, Giza, Egypt ",Full TimeExperienced · 5 - 7 Yrs of Exp · IT/Software Development · Engineering - Other · Backend developer · backend · Computer Science · Information Technology (IT) · developer · senior · Software Development · Software Engineering,https://wuzzuf.net//jobs/p/PrgN07KceKpL-Senior-Backend-Developer-Nahdet-Misr-Publishing-Group-Giza-Egypt?o=97&l=sp&t=sj&a=python|search-v3|hpb
Full-Stack Developer,Engosoft -,"Nasr City, Cairo, Egypt ",Full TimeExperienced · 5 - 7 Yrs of Exp · IT/Software Development · Full Stack · Full Stack Developer · developer · Computer Science · Information Technology (IT) · Software Development · JavaScript · Stack,https://wuzzuf.net//jobs/p/nl9feEnhbs4Y-Full-Stack-Developer-Engosoft-Cairo-Egypt?o=98&l=sp&t=sj&a=python|search-v3|hpb
Senior DevOps Engineer,Tafeel -,"Cairo, Egypt ",Full TimeExperienced · 4 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · DevOps · Agile · Software · Information Technology (IT),https://wuzzuf.net//jobs/p/Lwk5fxWl4i7O-Senior-DevOps-Engineer-Tafeel-Cairo-Egypt?o=99&l=sp&t=sj&a=python|search-v3|hpb
Senior JavaScript Mobile engineer (Angular/Cordova)- Remote,GetTechForce.com -,"Cairo, Egypt ",Full TimeWork From HomeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · JavaScript · React · Frontend · Software Development · Js · React.js · Agile · Angular,https://wuzzuf.net//jobs/p/3vVNGlwwPAM5-Senior-JavaScript-Mobile-engineer-AngularCordova--Remote-GetTechForce-com-Cairo-Egypt?o=100&l=sp&t=sj&a=python|search-v3|hpb
Odoo Developer,Perfect Presentation -,"6th of October, Giza, Egypt ",Full TimeExperienced · 5 - 7 Yrs of Exp · IT/Software Development · Odoo · Information Technology (IT) · Computer Science,https://wuzzuf.net//jobs/p/GnzXODKcturu-Odoo-Developer-Perfect-Presentation-Giza-Egypt?o=101&l=sp&t=sj&a=python|search-v3|hpb
Senior Odoo developer,Confidential -,"Cairo, Egypt ",Full TimeExperienced · 3 - 7 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Git · Information Technology (IT) · MVC · Software Development · XML · SQL · Odoo Development · Odoo,https://wuzzuf.net//jobs/p/5aahchVo2C2K-Senior-Odoo-developer-Cairo-Egypt?o=102&l=sp&t=sj&a=python|search-v3|hpb
Senior Devops Engineer,Confidential -,"Nasr City, Cairo, Egypt ",Full TimeWork From HomeExperienced · 4 - 6 Yrs of Exp · IT/Software Development · Java · DevOps · Engineering · Computer Science · Communication skills · Docker · Jenkins · Information Technology (IT),https://wuzzuf.net//jobs/p/41m9RwsYViJr-Senior-Devops-Engineer-Cairo-Egypt?o=103&l=sp&t=sj&a=python|search-v3|hpb
Artificial Intelligence Engineer,Arabia for Information Technology -,"Cairo, Egypt ",Full TimeExperienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Engineering · Computer Science · Software Development · Information Technology (IT) · Framework · Engineering · English · Communication,https://wuzzuf.net//jobs/p/PfAuiUBT66oR-Artificial-Intelligence-Engineer-Arabia-for-Information-Technology-Cairo-Egypt?o=104&l=sp&t=sj&a=python|search-v3|hpb
Odoo Functional Consultant & Project Manager,Quick Services -,"Maadi, Cairo, Egypt ",Full TimeManager · 4 - 9 Yrs of Exp · IT/Software Development · Project/Program Management · Strategy/Consulting · Odoo functional consultant · Odoo functional · Project Management · Functional · ERP,https://wuzzuf.net//jobs/p/ZxFbkOCchob9-Odoo-Functional-Consultant-Project-Manager-Quick-Services-Cairo-Egypt?o=105&l=sp&t=sj&a=python|search-v3|hpb
Senior DevOps Engineer,Luxoft (A DXC Technology Company) -,"Cairo, Egypt ",Full TimeExperienced · 4 - 10 Yrs of Exp · IT/Software Development · DevOps · Agile · Git · Java · Gitlab · Kubernetes · Docker · Prometheus · Grafana,https://wuzzuf.net//jobs/p/C2gkNVCJLj3m-Senior-DevOps-Engineer-Luxoft-A-DXC-Technology-Company-Cairo-Egypt?o=106&l=sp&t=sj&a=python|search-v3|hpb
Computer vision team lead,Edentech -,"Dokki, Giza, Egypt ",Full TimeManager · 7 - 15 Yrs of Exp · Engineering - Other · Computer Science · Engineering · Image Processing · Data Science · Machine Learning · Convolutional Neural Networks (CNN) · Algorithms · Artificial Intelligence (AI),https://wuzzuf.net//jobs/p/fWnHC9V0RgdM-Computer-vision-team-lead-Edentech-Giza-Egypt?o=107&l=sp&t=sj&a=python|search-v3|hpb
Senior Windows Server Administrator,Digi Visions -,"Nasr City, Cairo, Egypt ",Full TimeWork From HomeExperienced · 4 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · DevOps · DNS · Information Technology (IT) · HTTP · Security · System Administration · Networking,https://wuzzuf.net//jobs/p/hzhcnfoXQfJo-Senior-Windows-Server-Administrator-Digi-Visions-Cairo-Egypt?o=108&l=sp&t=sj&a=python|search-v3|hpb
Senior Linux Administrator,Digi Visions -,"Nasr City, Cairo, Egypt ",Full TimeWork From HomeExperienced · 4 - 8 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Apache · Computer Science · DevOps · DNS · Information Technology (IT) · HTTP · MySQL · Security,https://wuzzuf.net//jobs/p/qHS7UGigBoKm-Senior-Linux-Administrator-Digi-Visions-Cairo-Egypt?o=109&l=sp&t=sj&a=python|search-v3|hpb
Project Manager/Software,Confidential -,"Nasr City, Cairo, Egypt ",Freelance / ProjectManager · 3 - 5 Yrs of Exp · IT/Software Development · Project/Program Management · Project Management · Information Technology (IT) · Leadership · Project · Software · Software Development · Computer Science,https://wuzzuf.net//jobs/p/r2Kbl229JwUK-Project-ManagerSoftware-Cairo-Egypt?o=110&l=sp&t=sj&a=python|search-v3|hpb
Customer Service and Technical Support-German,Trio -,"6th of October, Giza, Egypt ",Full TimeExperienced · 1 - 3 Yrs of Exp · Customer Service/Support · Customer Support · German · Technical Support,https://wuzzuf.net//jobs/p/icCX8v8KQobo-Customer-Service-and-Technical-Support-German-Trio-Giza-Egypt?o=111&l=sp&t=sj&a=python|search-v3|hpb
"Senior/Regular C++ SW Developer, Remote Egypt",Luxoft (A DXC Technology Company) -,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · C++ · Automotive,https://wuzzuf.net//jobs/p/iJNf8CsQLBuI-SeniorRegular-C-SW-Developer-Remote-Egypt-Luxoft-A-DXC-Technology-Company-Cairo-Egypt?o=112&l=sp&t=sj&a=python|search-v3|hpb
Odoo Developer,Homesde -,"Cairo, Egypt ",Full TimePart TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Odoo · Odoo Development · Odoo ERP · HTML · JavaScript · Software Development,https://wuzzuf.net//jobs/p/3gK9v23RTwon-Odoo-Developer-Homesde-Cairo-Egypt?o=113&l=sp&t=sj&a=python|search-v3|hpb
Front End Developer,Realikea -,"Cairo, Egypt ",InternshipEntry Level · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Front end · Front end developer · Information Technology (IT) · Software Development · JavaScript · Web · Computer Science,https://wuzzuf.net//internship/T8MiMTBauoxy-Front-End-Developer-Realikea-Cairo-Egypt?o=114&l=sp&t=sj&a=python|search-v3|hpb
Procurement Planner,Confidential -,"Giza, Egypt ",Full TimeExperienced · 6 - 10 Yrs of Exp · Logistics/Supply Chain · Purchasing/Procurement · Supply Chain · Logistics · Procurement · Purchasing · Planning,https://wuzzuf.net//jobs/p/Ns7MauLXGQT0-Procurement-Planner-Giza-Egypt?o=115&l=sp&t=sj&a=python|search-v3|hpb
Linux Administrator,Houya Arrow -,"Cairo, Egypt ",Full TimeManager · 5+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Linux · Linux administrator · System Administration,https://wuzzuf.net//jobs/p/rUpV8MHAwXNR-Linux-Administrator-Houya-Arrow-Cairo-Egypt?o=116&l=sp&t=sj&a=python|search-v3|hpb
"Web/Hybrid App Developer (Angular, Ionic)",Trendster -,"New Cairo, Cairo, Egypt ",Full TimeWork From HomeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Computer Science · Information Technology (IT) · REST · Software Development · SQL · Web Development · Angular · App Store · Android,https://wuzzuf.net//jobs/p/kBQW8Yk9JsYx-WebHybrid-App-Developer-Angular-Ionic-Trendster-Cairo-Egypt?o=117&l=sp&t=sj&a=python|search-v3|hpb
Senior BI Developer,Lumin -,"Sheikh Zayed, Giza, Egypt ",Full TimeExperienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · SSIS · Microsoft Power BI · BI technologies · ETL · OLAP · BI Developer · Oracle BI · SQL queries,https://wuzzuf.net//jobs/p/hADeVfWvhV6Q-Senior-BI-Developer-Lumin-Giza-Egypt?o=118&l=sp&t=sj&a=python|search-v3|hpb
Lead Full Stack Developer,Confidential -,"Heliopolis, Cairo, Egypt ",Full TimeExperienced · 8 - 12 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering · Computer Engineering · Software Development · Information Technology (IT) · English · Computer Science,https://wuzzuf.net//jobs/p/tQxgaVSzvtip-Lead-Full-Stack-Developer-Cairo-Egypt?o=119&l=sp&t=sj&a=python|search-v3|hpb
Senior Devops Engineer,Neureveal -,"Cairo, Egypt ",Full TimeExperienced · 3 - 8 Yrs of Exp · IT/Software Development · Azure · DevOps · Docker · Information Technology (IT) · Jenkins · Linux · SQL · Automation · Computer Science,https://wuzzuf.net//jobs/p/dkY9x98cui1S-Senior-Devops-Engineer-Neureveal-Cairo-Egypt?o=120&l=sp&t=sj&a=python|search-v3|hpb
Senior Consultant - Oracle (Database expert),Efada Technology -,"New Cairo, Cairo, Egypt ",Full TimeExperienced · 6 - 14 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Engineering · Project Management · Oracle · Telco · IT landscape · datacenter,https://wuzzuf.net//jobs/p/89W0le46Kcmk-Senior-Consultant---Oracle-Database-expert-Efada-Technology-Cairo-Egypt?o=121&l=sp&t=sj&a=python|search-v3|hpb
"ASIC Hardware Engineer - Graduate - Cairo, Egypt",Cisco -,"Cairo, Egypt ",Full TimeEntry Level · 0 - 2 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Computer Engineering · Computer Hardware · Electronics · Engineering · Hardware · Computer Science · computer,https://wuzzuf.net//jobs/p/CCKs8ddSWwKU-ASIC-Hardware-Engineer---Graduate---Cairo-Egypt-Cisco-Cairo-Egypt?o=122&l=sp&t=sj&a=python|search-v3|hpb
Business Solutions & PMO - German Speaker,Efada Technology -,"New Cairo, Cairo, Egypt ",Full TimeEntry Level · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Operations · Skills · technical · Troubleshooting · Business Solutions · PMO · Vodafone Germany,https://wuzzuf.net//jobs/p/qMhsYx6DOO0Z-Business-Solutions-PMO---German-Speaker-Efada-Technology-Cairo-Egypt?o=123&l=sp&t=sj&a=python|search-v3|hpb
Web Developer,talento -,"Cairo, Egypt ",Full TimeExperienced · 3 - 5 Yrs of Exp · IT/Software Development · Web Development · Software Development · C++,https://wuzzuf.net//jobs/p/SpS5g5Afo2tS-Web-Developer-talento-Cairo-Egypt?o=124&l=sp&t=sj&a=python|search-v3|hpb
